epoch,train_loss,train_recons,train_kld,val_loss,val_recons,val_kld
1,0.022752337965424224,0.021146724473809796,1605.6134623779797,0.015063892632722854,0.013529976201554139,1533.9163994140624
2,0.013667040519156607,0.012135404658389881,1531.635883698949,0.012413341318567594,0.010827197978893916,1586.143365234375
3,0.01195256477368261,0.010463230230769758,1489.334543178347,0.012041554575165113,0.010569761991500854,1471.7925706380208
4,0.011071770176958606,0.009640977090518725,1430.793088267099,0.01063172436505556,0.009184225733081499,1447.49864453125
5,0.01041325116281793,0.009030832911339307,1382.418261368309,0.009739370721081893,0.008423227968315284,1316.1427060546876
6,0.009796266754807794,0.00846426577478525,1332.0010016941324,0.009253941404322783,0.007990310912330946,1263.6304020182292
7,0.0092921826219465,0.008008699176128972,1283.4833994554479,0.008997446899612745,0.007784415942927202,1213.0308844401043
8,0.008919652588207145,0.007687325779124534,1232.3268006664389,0.008706301694115003,0.007505834184587002,1200.4674541015625
9,0.008511341935735366,0.007341273003451969,1170.0688940813504,0.0082994314879179,0.007162329792976379,1137.1016946614584
10,0.008171913900902153,0.007037865452885994,1134.0484471955367,0.00793232398480177,0.0068396954685449604,1092.6285426432291
11,0.007768925807361764,0.006675542380548734,1093.3834309283952,0.007779969858626524,0.006750500400861104,1029.4694744466146
12,0.00755587681639056,0.006493104401573549,1062.77240576806,0.0077592292974392576,0.006757094313700994,1002.1350439453125
13,0.00737075626561119,0.006332761662492118,1037.9946252516502,0.007096797602872054,0.006095466874539852,1001.3307373046875
14,0.007154306920368787,0.006133109280076935,1021.1976449774784,0.007304763468603293,0.006296256532271703,1008.5070190429688
15,0.006988116389526257,0.005981488246661665,1006.6281458095256,0.006806340446074804,0.005758238981167475,1048.1014705403645
16,0.006863247925034958,0.005863006811293627,1000.2411171694773,0.007622312078873317,0.006613058830300967,1009.2532535807292
17,0.006730967049148909,0.005735725105784054,995.2419579527432,0.006751006585856279,0.005748311145852009,1002.6954381510417
18,0.0065804391380040435,0.005589754161917014,990.6849949386294,0.006445032797753811,0.00547979965309302,965.2331157226563
19,0.006528355083055922,0.005540866464101445,987.4886128340204,0.00666329050064087,0.005673628393560648,989.6620852864584
20,0.006422984854064204,0.005435934071941524,987.0507887594518,0.006337192748983701,0.005389080237597227,948.11251953125
21,0.006312799605687982,0.00533025913158214,982.5404817029702,0.006234442517161369,0.005271335149804751,963.1073330078125
22,0.00620793450906394,0.005225141708034404,982.7928021402939,0.006427495300769806,0.005477457631379366,950.0376700846355
23,0.006129990797171589,0.00514840181288007,981.5889874388564,0.006099484741687775,0.005138659074902534,960.825625813802
24,0.0060270096137814136,0.005044442318285665,982.5673041968824,0.005927494550744692,0.004954399552196264,973.0949851888021
25,0.005933256536755286,0.004955577679482618,977.6788708888254,0.006278548195958138,0.005294858229657014,983.6899534505209
26,0.00590016112350289,0.00491904525693585,981.1158848353795,0.006568073478837808,0.00560977590084076,958.2976193033854
27,0.00581899876913192,0.004838749331690152,980.2494465700829,0.005967056547602018,0.0049863754200438655,980.6811142578125
28,0.005812682960212984,0.004831199163554449,981.4838044485325,0.005931465352574984,0.004969154714296262,962.3106259765625
29,0.005749609571406064,0.0047700194836742486,979.5900963262426,0.00567058977112174,0.00474002601330479,930.5637478841146
30,0.005660061983255414,0.004682197623904629,977.8643711468168,0.005626519200702508,0.004682450704276562,944.0685037434896
