model,best_val_acc,best_epoch,test_loss,test_acc,learnable_parameters,total_training_time_sec,inference_time_sec,inference_ms_per_sample,inference_samples_per_sec,best_model_path,last_model_path,confusion_matrix_counts_csv,confusion_matrix_counts_png,confusion_matrix_normalized_csv,confusion_matrix_normalized_png,classification_report_txt,classification_report_csv
KTH3DCNN,0.7041190424843649,7,0.8905965728947456,0.6405009701887459,3538150,367.02022218704224,3.372696876525879,0.5949368277519631,1680.8507279312569,runs_3dcnn/kth_3dcnn_20260531_110941/best_model.pt,runs_3dcnn/kth_3dcnn_20260531_110941/last_model.pt,runs_3dcnn/kth_3dcnn_20260531_110941/confusion_matrix_counts.csv,runs_3dcnn/kth_3dcnn_20260531_110941/confusion_matrix_counts.png,runs_3dcnn/kth_3dcnn_20260531_110941/confusion_matrix_normalized.csv,runs_3dcnn/kth_3dcnn_20260531_110941/confusion_matrix_normalized.png,runs_3dcnn/kth_3dcnn_20260531_110941/classification_report.txt,runs_3dcnn/kth_3dcnn_20260531_110941/classification_report.csv
