epoch,train_loss,train_recons,train_kld,val_loss,val_recons,val_kld
1,0.030720265690932433,0.027822714173174525,289.7551609041914,0.022758453264832498,0.019929336994886398,282.91165653483074
2,0.020852774582288888,0.017956866382004378,289.5908270668348,0.01901503950357437,0.016113648762305578,290.1390889892578
3,0.018821130296748874,0.01574546655427387,307.5663828038224,0.017900667404135068,0.014824439575274786,307.62279060872396
4,0.017968947419251226,0.014797183857264376,317.17635983240905,0.017098860159516335,0.013923129926125209,317.5730419514974
5,0.017150474004625705,0.013952140041301695,319.8334059052327,0.016661869724591574,0.01345324620604515,320.86236161295574
6,0.0162950879565083,0.013165738403934651,312.9349634489945,0.01568164343635241,0.012637293686469396,304.43498579915365
7,0.015456483204500852,0.012526594733746794,292.98885239387977,0.015040954252084097,0.012153821890552838,288.7132469075521
8,0.014832992551521089,0.01196450109829743,286.84915302560825,0.01420895069092512,0.011327245272696018,288.17055131022136
9,0.014595374271212502,0.011724748988511705,287.0625379477636,0.014086843398710093,0.011210077275832495,287.67661791992185
10,0.014175361431804081,0.011358962250683745,281.63992176486136,0.014801448901494344,0.012051605944832166,274.98430509440107
11,0.013831370107203173,0.011052957713420637,277.8412432239712,0.013455516119798025,0.010767237484455109,268.82787736002604
12,0.01332231650252458,0.01065319956548293,266.91170293425995,0.01282326873143514,0.01013292646408081,269.03421919759114
13,0.012947900299942828,0.010331947938045736,261.5952420968025,0.012578839639822642,0.010001178237299124,257.7661468098958
14,0.012530850923746844,0.009961791629874373,256.90593380618407,0.012418400049209594,0.009767434492707252,265.0965663248698
15,0.012256302545260911,0.009713972395162467,254.2330246211565,0.011805382639169693,0.009262934145828088,254.2448564046224
16,0.012077571999635585,0.00954801654755071,252.95555362766603,0.011674582213163375,0.009184270391861598,249.0311837158203
17,0.011912966578541883,0.0094036142076337,250.93524298208345,0.011460382729768752,0.009035684503614902,242.46983536783856
18,0.01174939273540198,0.009222761273475762,252.66315111954248,0.011317930854856969,0.008706729998191198,261.12009326171875
19,0.011580621273659795,0.009067189613368646,251.34317326157858,0.011304066759844621,0.008865615201493104,243.84516739908855
20,0.011504769392734265,0.008973158402998645,253.161103354589,0.011020565842588743,0.00851496809720993,250.55977563476563
21,0.011291402775058376,0.008738175803516633,255.32270374728324,0.01092525661488374,0.008446982249617577,247.82744376627605
22,0.011145323815151428,0.008572136946608168,257.31869421311626,0.010881484523415565,0.008309506071110567,257.19785611979165
23,0.011140098807517177,0.008545652643655843,259.44462533926037,0.0108296429241697,0.008261490782101949,256.8152237548828
24,0.010977341831545267,0.008371979403306341,260.5362498181044,0.010633338987827302,0.008035625249147416,259.77138899739583
25,0.010939416612714263,0.008321085984239982,261.8330679882412,0.010729639917612076,0.008120635074873764,260.9004832356771
26,0.01082854527796753,0.008197546657493117,263.0998659312521,0.010891377389431,0.008259387137989203,263.1990294189453
27,0.010769250814536216,0.008121753441868827,264.74974398192523,0.010706188025573889,0.008128257219990094,257.79308357747396
28,0.010758975384373698,0.008103187284760192,265.5788195617217,0.010400900825858116,0.007745221192638079,265.56797102864584
29,0.010714008557780182,0.00804331539923189,267.06932214514,0.010351747244596482,0.00770615865290165,264.5588672688802
30,0.010604128127972394,0.007920258769973022,268.3869432075172,0.010503264859318732,0.007769099997977416,273.4164852294922
